ID,Month Year,Project Name,Street Name,Planning Area,Type of Sale,Price,$psm,Area,Tenure,Contract Date,Property Type,Type Of Area,Floor Level,Region,Postal Sector,Postal District,,,,,,,,,
72183,2024-02,THE WESTCOM,TUAS SOUTH AVENUE 6,Tuas,Resale,"$710,000","$2,491",285,60 yrs from 09/07/1996,2/28/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72184,2024-02,M-SPACE,MANDAI ESTATE,Sungei Kadut,Resale,"$1,330,000","$13,300",100,Freehold,2/28/2024,Multiple-User Factory,Strata,First Floor,North Region,72,25,,,,,,,,,
72185,2024-02,PIONEER JUNCTION,SOON LEE STREET,Jurong West,Resale,"$335,000","$2,913",115,30 yrs from 07/03/2011,2/28/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
72186,2024-02,NORTHLAND INDUSTRIAL BUILDING 1,WOODLANDS INDUSTRIAL PARK E1,Woodlands,Resale,"$800,000","$2,388",335,60 yrs from 09/01/1995,2/28/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
72187,2024-02,PIONEER CENTRE,SOON LEE STREET,Jurong West,Resale,"$405,000","$2,935",138,30 yrs from 10/03/2010,2/27/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
72188,2024-02,WCEGA TOWER,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$605,888","$5,559",109,60 yrs from 13/03/1997,2/27/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
72189,2024-02,ENTERPRISE ONE,KAKI BUKIT ROAD 1,Bedok,Resale,"$1,248,888","$6,004",208,60 yrs from 09/07/1996,2/27/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
72190,2024-02,,SENOKO LOOP,Sembawang,Resale,"$53,200,000","$2,175",24464,30+30 yrs from 01/06/1990,2/27/2024,Single-User Factory,Land,-,North Region,75,27,,,,,,,,,
72191,2024-02,TRADEHUB 21,BOON LAY WAY,Clementi,Resale,"$548,000","$6,602",83,60 yrs from 10/12/2003,2/27/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
72192,2024-02,ENTERPRISE HUB,TOH GUAN ROAD EAST,Clementi,Resale,"$1,250,000","$3,342",374,60 yrs from 01/12/1997,2/27/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
72193,2024-02,EUNOS TECHNOLINK,KAKI BUKIT ROAD 1,Bedok,Resale,"$4,100,000","$4,167",984,60 yrs from 09/07/1996,2/27/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
72194,2024-02,FOOD ASCENT,TUAS SOUTH AVENUE 1,Tuas,New Sale,"$1,094,000","$5,470",200,60 yrs from 04/01/1999,2/27/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72195,2024-02,FOOD ASCENT,TUAS SOUTH AVENUE 1,Tuas,New Sale,"$1,094,000","$5,470",200,60 yrs from 04/01/1999,2/27/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72196,2024-02,E-CENTRE @ REDHILL,JALAN BUKIT MERAH,Bukit Merah,Resale,"$670,000","$7,283",92,99 yrs from 01/07/1962,2/26/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,15,3,,,,,,,,,
72197,2024-02,FOOD ASCENT,TUAS SOUTH AVENUE 1,Tuas,New Sale,"$1,551,000","$6,544",237,60 yrs from 04/01/1999,2/26/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72198,2024-02,CITILINK WAREHOUSE COMPLEX,PASIR PANJANG ROAD,Queenstown,Resale,"$1,750,000","$10,000",175,Freehold,2/26/2024,Warehouse,Strata,Non-First Floor,Central Region,11,5,,,,,,,,,
72199,2024-02,OXLEY BIZHUB,UBI ROAD 1,Geylang,Resale,"$1,000,000","$7,463",134,60 yrs from 15/11/2010,2/26/2024,Warehouse,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72200,2024-02,NORTH SPRING BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$760,000","$5,315",143,60 yrs from 01/02/2011,2/26/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
72201,2024-02,,LOYANG WAY,Pasir Ris,Resale,"$3,930,000","$2,800",1404,30+27 yrs from 01/02/1995,2/23/2024,Single-User Factory,Land,-,East Region,50,17,,,,,,,,,
72202,2024-02,FOOD ASCENT,TUAS SOUTH AVENUE 1,Tuas,New Sale,"$1,558,000","$6,546",238,60 yrs from 04/01/1999,2/23/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72203,2024-02,FOOD ASCENT,TUAS SOUTH AVENUE 1,Tuas,New Sale,"$1,623,000","$6,544",248,60 yrs from 04/01/1999,2/23/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72204,2024-02,FOOD ASCENT,TUAS SOUTH AVENUE 1,Tuas,New Sale,"$1,682,000","$6,545",257,60 yrs from 04/01/1999,2/23/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72205,2024-02,FOOD ASCENT,TUAS SOUTH AVENUE 1,Tuas,New Sale,"$1,617,000","$6,547",247,60 yrs from 04/01/1999,2/23/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72206,2024-02,APEX @ HENDERSON,HENDERSON ROAD,Bukit Merah,Resale,"$14,500,000","$10,000",1450,Freehold,2/22/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,15,3,,,,,,,,,
72207,2024-02,T-SPACE,TAMPINES NORTH DRIVE 1,Tampines,Resale,"$731,888","$4,815",152,30 yrs from 20/03/2015,2/22/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,52,18,,,,,,,,,
72208,2024-02,FOOD ASCENT,TUAS SOUTH AVENUE 1,Tuas,New Sale,"$1,273,000","$5,683",224,60 yrs from 04/01/1999,2/22/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72209,2024-02,FOOD ASCENT,TUAS SOUTH AVENUE 1,Tuas,New Sale,"$1,188,000","$5,684",209,60 yrs from 04/01/1999,2/22/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72210,2024-02,FOOD ASCENT,TUAS SOUTH AVENUE 1,Tuas,New Sale,"$1,193,000","$5,681",210,60 yrs from 04/01/1999,2/22/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72211,2024-02,PAYA UBI INDUSTRIAL PARK,UBI AVENUE 1,Geylang,Resale,"$882,000","$3,392",260,60 yrs from 10/03/1997,2/21/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72212,2024-02,FRONTIER,UBI AVENUE 3,Geylang,Resale,"$1,210,000","$3,408",355,60 yrs from 04/01/1999,2/21/2024,Multiple-User Factory,Strata,First Floor,Central Region,40,14,,,,,,,,,
72213,2024-02,FRONTIER,UBI AVENUE 3,Geylang,Resale,"$1,210,000","$3,418",354,60 yrs from 04/01/1999,2/21/2024,Multiple-User Factory,Strata,First Floor,Central Region,40,14,,,,,,,,,
72214,2024-02,FRONTIER,UBI AVENUE 3,Geylang,Resale,"$1,210,000","$3,418",354,60 yrs from 04/01/1999,2/21/2024,Multiple-User Factory,Strata,First Floor,Central Region,40,14,,,,,,,,,
72215,2024-02,UB POINT,UBI AVENUE 1,Geylang,Resale,"$605,000","$5,171",117,60 yrs from 10/03/1997,2/21/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72216,2024-02,AZ @ PAYA LEBAR,PAYA LEBAR ROAD,Geylang,Resale,"$2,115,150","$19,055",111,Freehold,2/21/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72217,2024-02,EMPIRE TECHNOCENTRE,KAKI BUKIT ROAD 3,Bedok,Resale,"$650,000","$4,305",151,60 yrs from 09/01/1995,2/20/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
72218,2024-02,,TUAS AVENUE 18,Tuas,Resale,"$5,388,888","$2,701",1995,30 yrs from 16/10/2014,2/20/2024,Single-User Factory,Land,-,West Region,63,22,,,,,,,,,
72219,2024-02,ZERVEX,UBI ROAD 2,Geylang,Resale,"$1,135,000","$6,271",181,60 yrs from 30/06/2008,2/20/2024,Warehouse,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72220,2024-02,MIDVIEW BUILDING,BUKIT BATOK STREET 23,Bukit Batok,Resale,"$438,000","$4,563",96,60 yrs from 13/03/1997,2/20/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
72221,2024-02,PREMIER @ KAKI BUKIT,KAKI BUKIT AVENUE 4,Bedok,Resale,"$1,380,000","$4,825",286,60 yrs from 15/12/2010,2/20/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
72222,2024-02,ECO-TECH@SUNVIEW,SUNVIEW ROAD,Boon Lay,Resale,"$621,300","$2,567",242,30 yrs from 25/01/2013,2/20/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
72223,2024-02,PRIMZ BIZHUB,WOODLANDS CLOSE,Woodlands,Resale,"$658,000","$5,529",119,60 yrs from 27/09/2011,2/19/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
72224,2024-02,ENTERPRISE ONE,KAKI BUKIT ROAD 1,Bedok,Resale,"$1,035,000","$5,201",199,60 yrs from 09/07/1996,2/19/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
72225,2024-02,WIN 5,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$490,888","$3,068",160,26 yrs from 12/12/2015,2/19/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
72226,2024-02,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$1,100,000","$3,395",324,30 yrs from 29/04/2013,2/19/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
72227,2024-02,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$860,000","$6,187",139,60 yrs from 23/01/2008,2/19/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
72228,2024-02,MEGA@WOODLANDS,WOODLANDS CLOSE,Woodlands,Resale,"$610,000","$2,760",221,30 yrs from 29/09/2014,2/19/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
72229,2024-02,FRONTIER,UBI AVENUE 3,Geylang,Resale,"$1,200,000","$4,800",250,60 yrs from 04/01/1999,2/16/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72230,2024-02,HILLVIEW BUILDING,HILLVIEW TERRACE,Bukit Batok,Resale,"$1,423,800","$7,533",189,Freehold,2/16/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,66,23,,,,,,,,,
72231,2024-02,WOODLANDS HORIZON,WOODLANDS CLOSE,Woodlands,Resale,"$835,000","$4,883",171,60 yrs from 29/02/2012,2/16/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
72232,2024-02,THE SPLENDOUR,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$3,150,000","$3,913",805,60 yrs from 13/03/1997,2/16/2024,Multiple-User Factory,Strata,First Floor,West Region,65,23,,,,,,,,,
72233,2024-02,,TUAS AVENUE 2,Tuas,Resale,"$9,000,000","$1,140",7897,30+30 yrs from 16/10/1981,2/16/2024,Single-User Factory,Land,-,West Region,63,22,,,,,,,,,
72234,2024-02,NORDCOM TWO,GAMBAS CRESCENT,Sembawang,Resale,"$460,000","$3,026",152,30 yrs from 20/01/2014,2/16/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
72235,2024-02,OXLEY BIZHUB,UBI ROAD 1,Geylang,Resale,"$775,000","$7,673",101,60 yrs from 15/11/2010,2/16/2024,Warehouse,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72236,2024-02,SHINE@TUAS SOUTH,TUAS SOUTH LINK 1,Tuas,Resale,"$762,000","$3,594",212,30 yrs from 06/01/2015,2/16/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72237,2024-02,SHINE@TUAS SOUTH,TUAS SOUTH LINK 1,Tuas,Resale,"$752,000","$3,498",215,30 yrs from 06/01/2015,2/16/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72238,2024-02,SHINE@TUAS SOUTH,TUAS SOUTH LINK 1,Tuas,Resale,"$1,326,000","$3,340",397,30 yrs from 06/01/2015,2/16/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72239,2024-02,M-SPACE,MANDAI ESTATE,Sungei Kadut,Resale,"$1,200,000","$10,619",113,Freehold,2/15/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,72,25,,,,,,,,,
72240,2024-02,NORTH LINK BUILDING,ADMIRALTY STREET,Sembawang,Resale,"$1,680,000","$2,646",635,60 yrs from 09/10/1999,2/15/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
72241,2024-02,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$888,000","$6,298",141,60 yrs from 23/01/2008,2/15/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
72242,2024-02,NORTH SPRING BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$850,000","$5,944",143,60 yrs from 01/02/2011,2/15/2024,Multiple-User Factory,Strata,First Floor,North Region,76,27,,,,,,,,,
72243,2024-02,MACTAGGART BUILDING,MACTAGGART ROAD,Toa Payoh,Resale,"$2,677,290","$8,289",323,Freehold,2/15/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
72244,2024-02,MACTAGGART BUILDING,MACTAGGART ROAD,Toa Payoh,Resale,"$4,732,420","$8,288",571,Freehold,2/15/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
72245,2024-02,,CHIN BEE CRESCENT,Jurong West,Resale,"$7,000,000","$1,493",4687,30+30 yrs from 01/07/1981,2/15/2024,Single-User Factory,Land,-,West Region,61,22,,,,,,,,,
72246,2024-02,TRADEHUB 21,BOON LAY WAY,Clementi,Resale,"$808,800","$5,087",159,60 yrs from 10/12/2003,2/15/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
72247,2024-02,PIONEER JUNCTION,SOON LEE STREET,Jurong West,Resale,"$398,000","$3,345",119,30 yrs from 07/03/2011,2/15/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
72248,2024-02,UB POINT,UBI AVENUE 1,Geylang,Resale,"$605,000","$5,171",117,60 yrs from 10/03/1997,2/15/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72249,2024-02,BETIME BUILDING,MACPHERSON ROAD,Geylang,Resale,"$1,325,800","$7,533",176,Freehold,2/14/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,34,13,,,,,,,,,
72250,2024-02,WAVE9,WOODLANDS INDUSTRIAL PARK E9,Woodlands,Resale,"$2,272,000","$3,255",698,30 yrs from 05/06/2014,2/14/2024,Multiple-User Factory,Strata,First Floor,North Region,75,27,,,,,,,,,
72251,2024-02,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$848,888","$6,383",133,60 yrs from 23/01/2008,2/14/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
72252,2024-02,TRIVEX,BURN ROAD,Toa Payoh,Resale,"$725,000","$7,632",95,60 yrs from 20/05/2008,2/14/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
72253,2024-02,TOH GUAN CENTRE,TOH GUAN ROAD EAST,Clementi,Resale,"$510,000","$4,811",106,60 yrs from 01/12/1997,2/14/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
72254,2024-02,HOLA CENTRE,UBI CRESCENT,Geylang,Resale,"$630,000","$4,667",135,60 yrs from 05/07/1997,2/14/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72255,2024-02,PIONEER CENTRE,SOON LEE STREET,Jurong West,Resale,"$440,000","$3,188",138,30 yrs from 10/03/2010,2/14/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
72256,2024-02,PIONEER JUNCTION,SOON LEE STREET,Jurong West,Resale,"$355,000","$2,886",123,30 yrs from 07/03/2011,2/13/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
72257,2024-02,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$1,450,000","$6,197",234,60 yrs from 05/07/1997,2/13/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72258,2024-02,OXLEY BIZHUB 2,UBI ROAD 1,Geylang,Resale,"$1,250,000","$7,022",178,60 yrs from 10/06/2011,2/13/2024,Warehouse,Strata,First Floor,Central Region,40,14,,,,,,,,,
72259,2024-02,ONETEN PAYA LEBAR,PAYA LEBAR ROAD,Geylang,Resale,"$140,000,000","$25,547",5480,Freehold,2/9/2024,Multiple-User Factory,Land,-,Central Region,40,14,,,,,,,,,
72260,2024-02,CT HUB 2,LAVENDER STREET,Kallang,Resale,"$2,368,000","$13,229",179,63 yrs from 12/01/2012,2/8/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,33,12,,,,,,,,,
72261,2024-02,WCEGA PLAZA,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$705,000","$3,205",220,60 yrs from 13/03/1997,2/8/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
72262,2024-02,CENDEX CENTRE,LOWER DELTA ROAD,Bukit Merah,Resale,"$1,070,000","$7,483",143,60 yrs from 21/03/2005,2/8/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,16,3,,,,,,,,,
72263,2024-02,SHINE@TUAS SOUTH,TUAS SOUTH LINK 1,Tuas,Resale,"$578,000","$3,341",173,30 yrs from 06/01/2015,2/8/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
72264,2024-02,HILLVIEW BUILDING,HILLVIEW TERRACE,Bukit Batok,Resale,"$975,000","$7,169",136,Freehold,2/8/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,66,23,,,,,,,,,
72265,2024-02,DA JIN FACTORY BUILDING,UPPER PAYA LEBAR ROAD,Hougang,Resale,"$1,571,120","$8,827",178,Freehold,2/8/2024,Multiple-User Factory,Strata,Non-First Floor,North-East Region,53,19,,,,,,,,,
72266,2024-02,NORTH LINK BUILDING,ADMIRALTY STREET,Sembawang,Resale,"$1,235,000","$2,562",482,60 yrs from 09/10/1999,2/8/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
72267,2024-02,PIONEER CENTRE,SOON LEE STREET,Jurong West,Resale,"$480,000","$3,478",138,30 yrs from 10/03/2010,2/7/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
72268,2024-02,EMPIRE TECHNOCENTRE,KAKI BUKIT ROAD 3,Bedok,Resale,"$718,000","$4,724",152,60 yrs from 09/01/1995,2/7/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
72269,2024-02,GORDON WAREHOUSE BUILDING,KAKI BUKIT ROAD 2,Bedok,Resale,"$468,000","$2,690",174,60 yrs from 25/07/1981,2/7/2024,Warehouse,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
72270,2024-02,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$1,300,000","$6,047",215,60 yrs from 05/07/1997,2/7/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72271,2024-02,,JURONG PORT ROAD,Boon Lay,Resale,"$11,280,000",$510,22114,30+30 yrs from 31/10/1977,2/7/2024,Single-User Factory,Land,-,West Region,61,22,,,,,,,,,
72272,2024-02,SHUN LI INDUSTRIAL PARK,KAKI BUKIT AVENUE 1,Bedok,Resale,"$1,035,000","$4,770",217,60 yrs from 30/10/1996,2/6/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
72273,2024-02,PIONEER CENTRE,SOON LEE STREET,Jurong West,Resale,"$356,500","$2,583",138,30 yrs from 10/03/2010,2/6/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
72274,2024-02,PIONEER CENTRE,SOON LEE STREET,Jurong West,Resale,"$359,500","$2,586",139,30 yrs from 10/03/2010,2/6/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
72275,2024-02,S9,SERANGOON NORTH AVENUE 4,Serangoon,Resale,"$1,000,000","$2,941",340,58 yrs from 02/07/2012,2/6/2024,Multiple-User Factory,Strata,Non-First Floor,North-East Region,55,19,,,,,,,,,
72276,2024-02,OXLEY BIZHUB,UBI ROAD 1,Geylang,Resale,"$1,200,000","$5,769",208,60 yrs from 15/11/2010,2/6/2024,Warehouse,Strata,First Floor,Central Region,40,14,,,,,,,,,
72277,2024-02,NOVELTY BIZCENTRE,HOWARD ROAD,Toa Payoh,Resale,"$1,368,888","$11,601",118,Freehold,2/6/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
72278,2024-02,THE COMMERZE@IRVING,IRVING PLACE,Toa Payoh,Resale,"$660,000","$6,875",96,60 yrs from 26/09/2011,2/6/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
72279,2024-02,NORTH SPRING BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$740,000","$5,175",143,60 yrs from 01/02/2011,2/6/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
72280,2024-02,MANDAI CONNECTION,MANDAI LINK,Sungei Kadut,Resale,"$530,000","$3,333",159,30 yrs from 20/11/2012,2/6/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,72,25,,,,,,,,,
72281,2024-02,PRIMZ BIZHUB,WOODLANDS CLOSE,Woodlands,Resale,"$695,000","$5,516",126,60 yrs from 27/09/2011,2/6/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
72282,2024-02,TANGLIN HALT INDUSTRIAL ESTATE,COMMONWEALTH DRIVE,Queenstown,Resale,"$50,600,000","$5,459",9269,56 yrs from 01/07/2008,2/6/2024,Multiple-User Factory,Land,-,Central Region,14,3,,,,,,,,,
72283,2024-02,VERTEX,UBI AVENUE 3,Geylang,Resale,"$890,000","$6,054",147,60 yrs from 01/01/2007,2/6/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72284,2024-02,ENTERPRISE HUB,TOH GUAN ROAD EAST,Clementi,Resale,"$1,160,000","$3,102",374,60 yrs from 01/12/1997,2/6/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
72285,2024-02,WCEGA TOWER,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$498,000","$5,596",89,60 yrs from 13/03/1997,2/6/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
72286,2024-02,GORDON WAREHOUSE BUILDING,KAKI BUKIT ROAD 2,Bedok,Resale,"$408,480","$2,476",165,60 yrs from 25/07/1981,2/5/2024,Warehouse,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
72287,2024-02,TRIVEX,BURN ROAD,Toa Payoh,Resale,"$520,000","$8,254",63,60 yrs from 20/05/2008,2/5/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
72288,2024-02,THE CRESCENT @ KALLANG,KALLANG PUDDING ROAD,Geylang,Resale,"$570,000","$6,477",88,60 yrs from 06/03/2009,2/5/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,34,13,,,,,,,,,
72289,2024-02,THE CRESCENT @ KALLANG,KALLANG PUDDING ROAD,Geylang,Resale,"$570,000","$6,477",88,60 yrs from 06/03/2009,2/5/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,34,13,,,,,,,,,
72290,2024-02,8 @ TRADEHUB 21,BOON LAY WAY,Clementi,Resale,"$995,000","$5,653",176,60 yrs from 10/12/2003,2/5/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
72291,2024-02,WCEGA TOWER,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$490,000","$5,506",89,60 yrs from 13/03/1997,2/5/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
72292,2024-02,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$500,000","$3,049",164,30 yrs from 29/04/2013,2/5/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
72293,2024-02,HENDERSON INDUSTRIAL PARK,HENDERSON ROAD,Bukit Merah,Resale,"$3,700,000","$8,096",457,Freehold,2/2/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,15,3,,,,,,,,,
72294,2024-02,VERTEX,UBI AVENUE 3,Geylang,Resale,"$900,000","$5,590",161,60 yrs from 01/01/2007,2/2/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72295,2024-02,TRADEHUB 21,BOON LAY WAY,Clementi,Resale,"$618,000","$6,000",103,60 yrs from 10/12/2003,2/2/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
72296,2024-02,TOH GUAN CENTRE,TOH GUAN ROAD EAST,Clementi,Resale,"$980,000","$4,298",228,60 yrs from 01/12/1997,2/1/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
72297,2024-02,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$825,000","$6,250",132,60 yrs from 05/07/1997,2/1/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
72298,2024-02,SYNERGY @ KB,KAKI BUKIT ROAD 4,Bedok,Resale,"$583,888","$6,146",95,30 yrs from 20/01/2012,2/1/2024,Multiple-User Factory,Strata,First Floor,East Region,41,14,,,,,,,,,
72299,2024-02,KB INDUSTRIAL BUILDING,KAKI BUKIT ROAD 1,Bedok,Resale,"$1,838,000","$4,355",422,60 yrs from 09/01/1995,2/1/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
72300,2024-02,SYNERGY @ KB,KAKI BUKIT ROAD 4,Bedok,Resale,"$480,000","$4,324",111,30 yrs from 20/01/2012,2/1/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
72301,2024-02,THE WESTCOM,TUAS SOUTH AVENUE 6,Tuas,Resale,"$720,000","$2,526",285,60 yrs from 09/07/1996,2/1/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
66708,2024-01,,UBI CRESCENT,Geylang,Resale,"$5,950,000","$14,150",421,60 yrs from 05/07/1997,1/31/2024,Single-User Factory,Land,-,Central Region,40,14,,,,,,,,,
66709,2024-01,WOODLANDS BIZHUB,WOODLANDS INDUSTRIAL PARK E5,Woodlands,Resale,"$4,050,000","$5,357",756,57 yrs from 09/04/2011,1/31/2024,Multiple-User Factory,Strata,-,North Region,75,27,,,,,,,,,
